movie_key,tmdb_id,imdb_id,wikidata_qid,original_title,runtime_minutes,original_language,overview,poster_path,homepage,tagline,status,tmdb_popularity,tmdb_vote_average,tmdb_vote_count
mov_tmdb_332562,332562,tt1517451,Q3286391,A Star Is Born,136,en,"Seasoned musician Jackson Maine discovers — and falls in love with — struggling artist Ally. She has just about given up on her dream to make it big as a singer — until Jack coaxes her into the spotlight. But even as Ally's career takes off, the personal side of their relationship is breaking down, as Jack fights an ongoing battle with his own internal demons.",/wrFpXMNBRj2PBiN4Z5kix51XaIZ.jpg,http://astarisbornmovie.com,,Released,5.7593,7.492,12265
mov_tmdb_427641,427641,tt2231461,Q29470162,Rampage,107,en,"Primatologist Davis Okoye shares an unshakable bond with George, the extraordinarily intelligent, silverback gorilla who has been in his care since birth.  But a rogue genetic experiment gone awry mutates this gentle ape into a raging creature of enormous size.  To make matters worse, it’s soon discovered there are other similarly altered animals.  As these newly created alpha predators tear across North America, destroying everything in their path, Okoye teams with a discredited genetic engineer to secure an antidote, fighting his way through an ever-changing battlefield, not only to halt a global catastrophe but to save the fearsome creature that was once his friend.",/MGADip4thVSErP34FAAfzFBTZ5.jpg,http://www.rampagethemovie.com,Big meets bigger.,Released,8.4434,6.464,7597
mov_tmdb_458423,458423,tt6911608,Q36951175,Mamma Mia! Here We Go Again,114,en,"Five years after meeting her three fathers, Sophie Sheridan prepares to open her mother’s hotel. In 1979, young Donna Sheridan meets the men who each could be Sophie’s biological father.",/aWicerX4Y7n7tUwRAVHsVcBBpj2.jpg,http://mammamiamovie.com,Discover how it all began.,Released,4.3744,7.077,3584
mov_tmdb_324857,324857,tt4633694,Q29588607,Spider-Man: Into the Spider-Verse,117,en,"Struggling to find his place in the world while juggling school and family, Brooklyn teenager Miles Morales is unexpectedly bitten by a radioactive spider and develops unfathomable powers just like the one and only Spider-Man. While wrestling with the implications of his new abilities, Miles discovers a super collider created by the madman Wilson ""Kingpin"" Fisk, causing others from across the Spider-Verse to be inadvertently transported to his dimension.",/iiZZdoQBEYBv6id8su7ImL0oCbD.jpg,https://www.sonypictures.com/movies/spidermanintothespiderverse,Enter a universe where more than one wears the mask.,Released,26.9186,8.4,17380
mov_tmdb_348350,348350,tt3778644,Q27038847,Solo: A Star Wars Story,135,en,"Through a series of daring escapades deep within a dark and dangerous criminal underworld, Han Solo meets his mighty future copilot Chewbacca and encounters the notorious gambler Lando Calrissian.",/4oD6VEccFkorEBTEDXtpLAaz0Rl.jpg,https://www.starwars.com/films/solo,Never tell him the odds.,Released,7.4293,6.557,9320
mov_tmdb_337167,337167,tt4477536,Q22712210,Fifty Shades Freed,105,en,"Believing they have left behind shadowy figures from their past, newlyweds Christian and Ana fully embrace an inextricable connection and shared life of luxury. But just as she steps into her role as Mrs. Grey and he relaxes into an unfamiliar stability, new threats could jeopardize their happy ending before it even begins.",/jjPJ4s3DWZZvI4vw8Xfi4Vqa1Q8.jpg,http://www.fiftyshadesmovie.com,Don't miss the climax.,Released,21.2102,6.7,8377
mov_tmdb_439079,439079,tt5814060,Q29841731,The Nun,96,en,A priest with a dark past and a novice nearing her final vows are sent by the Vatican to Romania to investigate a nun's death and face a demonic force.,/sFC1ElvoKGdHJIWRpNB3xWJ9lJA.jpg,http://www.thenunmovie.com/,Pray for forgiveness.,Released,10.9895,5.906,7202
mov_tmdb_381719,381719,tt5117670,Q27964337,Peter Rabbit,93,en,Peter Rabbit's feud with Mr. McGregor escalates to greater heights than ever before as they rival for the affections of the warm-hearted animal lover who lives next door.,/lugOvdaNpbVGQK9TyMRDiUbLtY6.jpg,http://www.peterrabbit-movie.com,Who said the countryside was peaceful?,Released,4.0583,6.701,1935
mov_tmdb_400650,400650,tt5028340,Q24272881,Mary Poppins Returns,131,en,"Mary Poppins returns to the Banks family and helps them evade grave dangers by taking them on magical, musical adventures.",/uTVGku4LibMGyKgQvjBtv3OYfAX.jpg,https://movies.disney.com/mary-poppins-returns,Magic always returns.,Released,4.8008,6.506,3482
mov_tmdb_447332,447332,tt6644200,Q39070473,A Quiet Place,91,en,A family is forced to live in silence while hiding from creatures that hunt by sound.,/nAU74GmpUk7t5iklEp3bufwDq4n.jpg,http://aquietplacemovie.com,"If they hear you, they hunt you.",Released,12.6865,7.394,15437
mov_tmdb_490132,490132,tt6966692,Q48673898,Green Book,130,en,"Tony Lip, a bouncer in 1962, is hired to drive pianist Don Shirley on a tour through the Deep South in the days when African Americans, forced to find alternate accommodations and services due to segregation laws below the Mason-Dixon Line, relied on a guide called The Negro Motorist Green Book.",/7BsvSuDQuoqhWmU2fL7W2GOcZHU.jpg,http://GreenBookFilm.com,Inspired by a True Friendship.,Released,17.333,8.226,12964
mov_tmdb_447200,447200,tt5758778,Q37447062,Skyscraper,102,en,"Framed and on the run, a former FBI agent must save his family from a blazing fire in the world's tallest building.",/52ml62vClzrlqvXZq2FEW6UF6c1.jpg,https://www.skyscrapermovie.com,Don't look down,Released,3.9013,6.31,5374
mov_tmdb_402900,402900,tt5164214,Q25627545,Ocean's Eight,111,en,"Debbie Ocean, a criminal mastermind, gathers a crew of female thieves to pull off the heist of the century at New York's annual Met Gala.",/MvYpKlpFukTivnlBhizGbkAe3v.jpg,https://www.warnerbros.com/movies/oceans-8,Every con has its pros,Released,9.086,6.955,8833
mov_tmdb_268896,268896,tt2557478,Q27826501,Pacific Rim: Uprising,111,en,"It has been ten years since The Battle of the Breach and the oceans are still, but restless. Vindicated by the victory at the Breach, the Jaeger program has evolved into the most powerful global defense force in human history. The PPDC now calls upon the best and brightest to rise up and become the next generation of heroes when the Kaiju threat returns.",/nFWhttU8PM50t25NPdy7PE7rv3G.jpg,https://www.uphe.com/movies/pacific-rim-uprising,Rise up.,Released,9.028,6.124,5386
mov_tmdb_336843,336843,tt4500922,Q23068002,Maze Runner: The Death Cure,143,en,"Thomas leads his group of escaped Gladers on their final and most dangerous mission yet. To save their friends, they must break into the legendary Last City, a WCKD-controlled labyrinth that may turn out to be the deadliest maze of all. Anyone who makes it out alive will get answers to the questions the Gladers have been asking since they first arrived in the maze.",/drbERzlA4cuRWhsTXfFOY4mRR4f.jpg,https://www.20thcenturystudios.com/movies/maze-runner-the-death-cure,The end will be WCKD.,Released,8.8374,7.082,8451
mov_tmdb_338970,338970,tt1365519,Q28489891,Tomb Raider,118,en,"Lara Croft, the fiercely independent daughter of a missing adventurer, must push herself beyond her limits when she finds herself on the island where her father disappeared.",/s4Qn5LF6OwK4rIifmthIDtbqDSs.jpg,http://www.tombraidermovie.com/,Her legend begins.,Released,6.6928,6.364,8401
mov_tmdb_424139,424139,tt1502407,Q20666646,Halloween,106,en,"Laurie Strode comes to her final confrontation with Michael Myers, the masked figure who has haunted her since she narrowly escaped his killing spree on Halloween night four decades ago.",/f7JAX5EGk4GgsEnus6OxyzwpFp7.jpg,https://www.halloweenmovie.com,You don't believe in the Boogeyman? You should.,Released,4.7333,6.565,5081
mov_tmdb_455207,455207,tt3104988,Q29588623,Crazy Rich Asians,121,en,"An American-born Chinese economics professor accompanies her boyfriend to Singapore for his best friend's wedding, only to get thrust into the lives of Asia's rich and famous.",/1XxL4LJ5WHdrcYcihEZUCgNCpAW.jpg,http://crazyrichasiansmovie.com,The only thing crazier than love is family.,Released,5.8887,7.05,3979
mov_tmdb_480530,480530,tt6343314,Q50233658,Creed II,130,en,"Between personal obligations and training for his next big fight against an opponent with ties to his family's past, Adonis Creed is up against the challenge of his life.",/v3QyboWRoA4O9RbcsqH8tJMe8EB.jpg,https://www.mgm.com/movies/creed-ii,There's more to lose than a title.,Released,7.9587,7.035,5827
mov_tmdb_446894,446894,tt6182908,Q30607974,Smallfoot,96,en,A bright young yeti finds something he thought didn't exist—a human. News of this “smallfoot” throws the simple yeti community into an uproar over what else might be out there in the big world beyond their snowy village.,/zfaiO7QgpcvR8XDOMokWLRfKeTE.jpg,http://www.smallfootmovie.com,There's been a big myth-understanding,Released,3.4328,6.816,1635
mov_tmdb_420814,420814,tt4575576,Q24301991,Christopher Robin,104,en,"Christopher Robin, the boy who had countless adventures in the Hundred Acre Wood, has grown up and lost his way. Now it’s up to his spirited and loveable stuffed animals, Winnie The Pooh, Tigger, Piglet, and the rest of the gang, to rekindle their friendship and remind him of endless days of childlike wonder and make-believe, when doing nothing was the very best something.",/i6Ytex4d3CdfIKJFxB5v5vh24vb.jpg,https://movies.disney.com/christopher-robin,"Sooner or later, your past catches up to you.",Released,3.5264,7.296,2926
mov_tmdb_345887,345887,tt3766354,Q41493467,The Equalizer 2,121,en,"Robert McCall, who serves an unflinching justice for the exploited and oppressed, embarks on a relentless, globe-trotting quest for vengeance when his former partner is murdered.",/cQvc9N6JiMVKqol3wcYrGshsIdZ.jpg,https://www.sonypictures.com/movies/theequalizer2,There is no equal.,Released,8.2588,6.793,6027
mov_tmdb_504172,504172,tt7959026,Q54812267,The Mule,116,en,"Earl Stone, a man in his eighties, is broke, alone, and facing foreclosure of his business when he is offered a job that simply requires him to drive. Easy enough, but, unbeknownst to Earl, he's just signed on as a drug courier for a Mexican cartel. He does so well that his cargo increases exponentially, and Earl hit the radar of hard-charging DEA agent Colin Bates.",/oeZh7yEz3PMnZLgBPhrafFHRbVz.jpg,http://www.themulefilm.com,Nobody runs forever,Released,3.6884,6.868,5385
mov_tmdb_426543,426543,tt5523010,Q24290097,The Nutcracker and the Four Realms,99,en,"When Clara’s mother leaves her a mysterious gift, she embarks on a journey to four secret realms—where she discovers her greatest strength could change the world.",/9vPDY8e7YxLwgVum7YZIUJbr4qc.jpg,https://movies.disney.com/the-nutcracker-and-the-four-realms,Let the mystery unfold.,Released,4.257,6.084,2253
mov_tmdb_406563,406563,tt5726086,Q27590064,Insidious: The Last Key,103,en,"Parapsychologist Elise Rainier and her team travel to Five Keys, NM, to investigate a man’s claim of a haunting. Terror soon strikes when Rainier realizes that the house he lives in was her family’s old home.",/6c9ti2JcR3dHyR3qFXoZqVMx0SH.jpg,http://www.insidiousmovie.com,Fear comes home.,Released,4.5991,6.262,3167
mov_tmdb_346910,346910,tt3829266,Q25461297,The Predator,107,en,"When a young boy accidentally triggers the universe's most lethal hunters' return to Earth, only a ragtag crew of ex-soldiers and a disgruntled scientist can prevent the end of the human race.",/a3eWGF6YPF7No5Rbtjc8QpDvz7l.jpg,https://www.foxmovies.com/movies/the-predator,The hunt has evolved.,Released,7.5963,5.623,5173
mov_tmdb_463272,463272,tt6921996,Q35160593,Johnny English Strikes Again,88,en,"Disaster strikes when a criminal mastermind reveals the identities of all active undercover agents in Britain. The secret service can now rely on only one man - Johnny English. Currently teaching at a minor prep school, Johnny springs back into action to find the mysterious hacker. For this mission to succeed, he’ll need all of his skills - what few he has - as the man with yesterday’s analogue methods faces off against tomorrow’s digital technology.",/tCBxnZwLiY1BOKw3tH6AxHZdqPh.jpg,http://www.johnnyenglishmovie.com/,His licence renewed. His intelligence restricted.,Released,4.5016,6.281,2783
mov_tmdb_401981,401981,tt2873282,Q28173075,Red Sparrow,140,en,"Prima ballerina Dominika Egorova faces a bleak and uncertain future after she suffers an injury that ends her career. She soon turns to Sparrow School, a secret intelligence service that trains exceptional young people to use their minds and bodies as weapons. Dominika emerges as the most dangerous Sparrow after completing the sadistic training process. As she comes to terms with her new abilities, she meets a CIA agent who tries to convince her that he is the only person she can trust.",/cdefNr6aS00IwVbSlxdFJnfmzKh.jpg,https://www.foxmovies.com/movies/red-sparrow,Seduce. Deceive. Repeat.,Released,5.8619,6.534,6381
mov_tmdb_442249,442249,tt6133466,Q42048180,The First Purge,97,en,"To push the crime rate below one percent for the rest of the year, the New Founding Fathers of America test a sociological theory that vents aggression for one night in one isolated community. But when the violence of oppressors meets the rage of the others, the contagion will explode from the trial-city borders and spread across the nation.",/litjsBoiydO6JlO70uOX4N3WnNL.jpg,https://www.thefirstpurge.com,Witness the birth of an American tradition.,Released,5.2502,6.001,4249
mov_tmdb_407451,407451,tt1620680,Q24301388,A Wrinkle in Time,109,en,"After the disappearance of her scientist father, three peculiar beings send Meg, her brother, and her friend to space in order to find him.",/yAcb58vipewa1BfNit2RjE6boXA.jpg,http://movies.disney.com/a-wrinkle-in-time,Be a warrior,Released,2.6196,5.055,1868
mov_tmdb_463821,463821,tt2119543,Q42914959,The House with a Clock in Its Walls,105,en,"When ten-year-old Lewis is suddenly orphaned, he is sent to live with his Uncle Jonathan in a creaky (and creepy) old mansion with a mysterious ticking noise that emanates from the walls. Upon discovering that his uncle is a warlock, Lewis begins learning magic, but when he rebelliously resurrects an evil warlock he must find the secret of the house and save the world from destruction.",/qM66Hv4ByAxnilr0jaqCA9uOD4Y.jpg,http://housewithaclock.com,This house knows what makes you tick.,Released,3.9275,6.253,2321
